Company Name,Website,Email,Phone,Fax,Address,Employees,Established,Revenue,Facebook,Google+,Twitter,YouTube,Instagram,RSS,Xing,LinkedIn
WILLEMIN-MACODEL S.A.,www.willemin-macodel.ch,homemail@willemin-macodel.ch,+41 324270303,+41 324265530,"Route de la Communance 59, 2800 DELEMONT, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Will & Hahnenstein GmbH,"<a href=""http://www.will-hahnenstein.de"" target=""_blank"">www.will-hahnenstein.de</a>","<a href=""mailto:info@will-hahnenstein.de"">info@will-hahnenstein.de</a>",+49 2744-93170,+49 2744 931717,"Bahnhofsweg 22, 57562 Herdorf, Deutschland",N/A,1919 gegründet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wilhelm Vogel GmbH Antriebstechnik,www.vogel-antriebe.de,info@vogel-antriebe.de,+49 7022-6001-0,+49 7022 6001-250,"Stattmannstr. 1, 72644 Oberboihingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wilhelm Bahmüller Maschinenbau,http://www.bahmueller.de,info@bahmueller.de,+49 7181-809-0,+49 7181-809-234,"Wilhelm-Bahmüller-Str. 34, 73655 Plüderhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wild GmbH,www.wild.at,sales@wild.at,+43 423225270,+43 42322527218,"Wildstr. 4, 9100 Völkermarkt, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wiha Werkzeuge GmbH,www.wiha.de,info@wiha.com,+49 7722-9590,+49 7722/959-160,"Obertalstr. 3-7, 78136 Schonach im Schwarzwald, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wieland Electric GmbH,www.wieland-electric.com,info@wieland-electric.com,+49 951-93240,+49 9519324198,"Brennerstr. 10-14, 96052 Bamberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WIKA Alexander Wiegand SE & Co. KG,www.shop.wika.de,info@wika.de,+49 9372-132 0,+49 9372-132-406,"Alexander-Wiegand-Str. 30, 63911 Klingenberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wiedeg Elektronik GmbH,www.wiedeg.de,info@wiedeg.de,+49 2264 45770,+49 2264 457729,"Müllenbacher Str. 14, 51709 Marienheide, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Widoberg GmbH,www.widoberg.com,info@widoberg.com,+49 6074-407910,+49 6074/40791-40,"Siemensstr. 13 A, 63128 Dietzenbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wickert Maschinenbau GmbH,www.wickert-presstech.de,info@wickert-presstech.de,+49 6341-9343-0,+49 6341934330,"Wollmesheimer Höhe 2, 76829 Landau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WIBU-SYSTEMS AG,www.wibu.com,info@wibu.com,+49 721 931720,+49 721 93172-22,"Zimmerstr. 5, 76137 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
whr Hossinger,www.whr-hossinger.de,info@whr-hossinger.de,+49 9461-9451-0,+49 9461-9451-29,"Robert-Bosch-Str. 1, 93426 Roding, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WFL Millturn Technologies,www.wfl.at,marketing@wfl.at,+43 732694110,+43 732964112006,"Wahringerstr. 36, 4030 Linz, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wfk - Cleaning Technology,www.wfk.de,info@wfk.de,+49 2151-8210-0,+49 2151-8210-199,"Campus Fichtenhain 11, 47807 Krefeld, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EnviroFALK PharmaWaterSystems GmbH,envirofalk-pharma.com,info@envirofalk-pharma.com,+49 2171 76750,+49 2171 767510,"Maybachstr. 29, 51381 Leverkusen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Westfalen AG,westfalen.com,info@westfalen.com,+49 251-6950,+49 251 695194,"Industrieweg 43-63, 48155 Münster, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Westermo Data,www.westermo.de,info@westermo.de,+49 7254-954000,+49 7254954009,"Goethestr. 67, 68753 Waghäusel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wessjohann,www.wessjohann.com,info@wessjohann.com,+49 4471-9581-96,+49 441-9581-98,"Taubenstr. 1 a, 49692 Cappeln, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wessel Hydraulik GmbH,www.wessel-hydraulik.de,info@wessel-hydraulik.de,+49 4421-9911-0,+49 4421991129,"Liebigstr. 8, 26389 Wilhelmshaven, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wernert-Pumpen GmbH,www.wernert.de,info@wernert.de,+49 208-3758-0,+49 (0208) 407472,"Oberhausener Str. 67-79, 45476 Mülheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werner Wirth GmbH,www.wernerwirth.de,info@wernerwirth.de,+49 40-752491-0,+49 40-752491-26,"Hellgrundweg 111, 22525 Hamburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werth Messtechnik GmbH,www.werth.de,mail@werth.de,+49 641-79380,+49 641-7938-719,"Siemensstr. 19, 35394 Gießen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werkzeugsysteme Müller GmbH,www.hofmann-mt.de,info@hofmann-mt.de,+49 7127/97558-130,+49 7127/97558-015,"Robert-Bosch-Str. 5, 72124 Pliezhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werkzeugbau Erz,www.wzb-erz.de,info@wzb-erz.de,+49 7333-922436,+49 7333/922438,"Industriestr. 5, 89150 Laichingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werksitz GmbH,www.werksitz.de,info@werksitz.de,+49 9524-8345-0,+49 9524834519,"Telefunkenstr. 9, 97475 Zeil, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WERMA Signaltechnik GmbH & Co. KG,www.werma.com,info@werma.com,+49 7424-95570,+49 7424955744,"Dürbheimer Str. 15, 78604 Rietheim-Weilheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wenglor sensoric gmbh,www.wenglor.com,webmaster@wenglor.com,+49 7542-53990,+49 7542/5399-988,"Wenglor-Str. 3, 88069 Tettnang, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEMA GmbH,www.wema-net.com,info@wema.de,+49 2351-93950,+49 2351939533,"Kalver Str. 28, 58515 Lüdenscheid, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wenzel Group GmbH & Co. KG,www.wenzel-group.com,info@wenzel-cmm.com,+49 6020-2010,+49 60202011999,"Werner-Wenzel-Str., 97859 Wiesthal, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weiss Spindeltechnologie GmbH,www.weissgmbh.com/de,info@weissgmbh.de,+49 9532-92290,+49 9532-9229344,"Birkenfelder Weg 14, 96126 Maroldsweisach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wetec Werkzeughandel und,www.wetec.de,info@wetec.de,+49 2196 9756222,+49 2196 9756299,"Dönges-Str. 1, 42929 Wermelskirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weiss Pharmatechnik GmbH,www.weiss-pharma.com,info@gwe.de,+49 441570540,+49 4484-189-189,"Georg-Bölts-Str. 2-8, 26135 Oldenburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEISS Kunststoff-,www.weiss-kunststoff.de,kontakt@weiss-kunststoff.de,+49 7303-96990,+49 7303969912,"Rudolf-Diesel-Str. 2 -4, 89257 Illertissen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEISS GmbH,www.weiss-gmbh.de,Invoice@weiss-world.com,+49 6281-5208-0,+49 6281-5208-99,"Siemensstr. 17, 74722 Buchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weingärtner Maschinenbau,www.weingartner.com,info@weingartner.com,+43 761921030,+43 7619210341,"Kirchham 29, 4656 KIRCHHAM, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEIMA Maschinenbau GmbH,weima.com,info@weima.com,+49 7062-9570-0,+49 7062-9570-90,"Bustadt 6-10, 74360 Ilsfeld, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEIDMANN MEDICAL TECHNOLOGY AG,www.weidmann-medical.com,info-medical@wicor.com,+41 55 221 41 06,+41 55 221 46 81,"Neue Jonastr. 60, 8640 Rapperswil, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weidmüller Interface GmbH & Co. KG,"<a href=""http://www.weidmueller.com"" target=""_blank"">www.weidmueller.com</a>","<a href=""mailto:info@weidmueller.de"">info@weidmueller.de</a>",+49 5231-140,+49 5231142083,"Klingenbergstr. 26, 32758 Detmold, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,https://www.youtube.com/channel/UCq5T7_AuRSSthgxtzLgueDQ,N/A,N/A,N/A,https://www.linkedin.com/company/klippon-engineering-uk-ltd/
Weidmüller GmbH & Co. KG,"<a href=""http://www.weidmueller.com"" target=""_blank"">www.weidmueller.com</a>","<a href=""mailto:info@weidmueller.de"">info@weidmueller.de</a>",+49 5231-140,+49 5231-141175,"Klingenbergstr. 26, 32758 Detmold, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEGENER + STAPEL,www.wegenerplusstapel.com,info@wegenerplusstapel.com,+49 5051-4780,+49 5051/47820,"Goldbergweg 22, 29303 Bergen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEG Germany GmbH,www.weg.net/de,info-de@weg.net,+49 2234-953530,+49 2234-9535310,"Geigerstr. 7, 50169 Kerpen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wedderhoff IT GmbH,www.wias.de,info@wias.de,+49 5452 50562310,N/A,"Bischofstr. 3 a, 49497 Mettingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Webomatic Maschinenfabrik GmbH,www.webomatic.de,info@webomatic.de,+49 2327-3099-0,+49 2327-3099-29,"Hansastr. 119, 44866 Bochum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wellmann Anlagentechnik GmbH,www.wellmann-engineering.eu,info@wellmann-engineering.eu,+49 5201-816160,+49 5201-8161-69,"Künsebecker Weg 48, 33790 Halle, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weber Maschinenbau GmbH,www.weberweb.com/de,info@weberweb.com,+49 6465-918-0,+49 6465918100,"Günther-Weber-Str. 3, 35236 Breidenbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kammerer Medical Systems,kammerer-med.de/de/,info@kammerer-med.de,+49 7465-9209013,+49 74 65 / 92 090-90,"Friedrich-Wöhler-Str. 8, 78576 Emmingen-Liptingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weber GmbH & Co.KG,www.weber-dillenburg.de,info@weber-dillenburg.de,+49 2771-3940,+49 2771394219,"Industriestr. 14, 35683 Dillenburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WCI Deutschland GmbH,www.wcigmbh.de,info@wcigmbh.de,+49 2835-95744,+49 2835-95743,"Vorster Heidweg 4, 47661 Issum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WELOTEC GmbH,www.welotec.com,info@welotec.com,+49 2554-913000,+49 2554-913010,"Zum Hagenbach 7, 48366 Laer, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WATERjet AG,www.waterjet.ch,info@waterjet.ch,+41 629194282,+41 629194283,"Mittelstr. 8, 4912 AARWANGEN, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warnecke & Böhm GmbH,www.wb-coatings.de,info@wb-coatings.de,+49 8026-9407-0,+49 -20067,"Westerbergstr. 12, 83727 Schliersee, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warex Valve GmbH,www.warex-valve.com,info@warex-valve.com,+49 2536-99580,+49 2536995829,"Stauverbrink 2, 48308 Senden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Watson - Marlow GmbH,www.watson-marlow.com,info@wmpg.com,+49 2183 42040,+49 2183 82592,"Kurt-Alder-Str. 1, 41569 Rommerskirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wandfluh AG,www.wandfluh.com,sales@wandfluh.com,+41 33711365,+41 33711326,"Helkenstr. 13, 3714 Frutigen, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wälzlagertechnik GmbH,www.waelzlagertechnik.de,wlt@waelzlagertechnik.eu,+49 351-8297920,+49 351-82979-30,"An der Eisenbahn 9, 01099 Dresden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walther Trowal GmbH & Co. KG,www.walther-trowal.com,info@walther-trowal.de,+49 2129-5710,+49 2129571225,"Rheinische Str. 35-37, 42781 Haan, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walter Ludwig Behälter- und,www.ludwig-tank.de,info@ludwig-tank.de,+49 721-946000,+49 7219460046,"Dieselstr. 7- 9, 76327 Pfinztal, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WALTER K R A U S E GmbH,www.walterkrause.de,info@walterkrause.de,+49 7143 80440,+49 7143 804444,"Karlstr. 7, 74399 Walheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walter Gerätebau GmbH,walter-cleaningsystems.de,info@walter-geraetebau.de,+49 7046-980-0,+49 7046-980-33,"Neue Heimat 16, 74343 Sachsenheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WALTER Deutschland GmbH,www.walter-tools.com,service.de@walter-tools.com,+49 69-78902100,+49 69-78902-136,"Wilhelm-Fay-Str. 34, 65936 Frankfurt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weller Tools GmbH,www.weller-tools.com,info@weller-tools.com,+49 7143-5800,+49 7143-580-108,"Carl-Benz-Str. 2, 74354 Besigheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Waldrich Siegen,www.waldrichsiegen.de,wasi@waldrichsiegen.de,+49 2736-493-02,+49 2736 493559,"Daimlerstr. 24, 57299 Burbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Werkzeugmaschinenfabrik WALDRICH,www.waldrich-coburg.de,waco@waldrich-coburg.de,+49 9561-65-0,+49 9561/60500,"Hahnweg 116, 96450 Coburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WAHO Werkzeugmaschinen GmbH,www.waho.de,info@waho.de,+49 5543-30340,+49 5543 303410,"Kleine Eichen 2, 34355 Staufenberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WALTER AG,www.walter-tools.com,info@walter-ag.de,+49 7071-701-0,+49 7071701212,"Derendinger Str. 53, 72072 Tübingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wagner GmbH,http://loetmasken.eu,info@loetmasken.eu,+49 7433-9975670,+49 7433-9975677,"Wiesfleckenstr. 12 /1, 72336 Balingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WAGO Kontakttechnik GmbH & Co. KG,www.wago.com,info@wago.com,+49 571-887-0,+49 571/887-169,"Hansastr. 27, 32423 Minden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Friedemann Wagner GmbH,"<a href=""http://www.wagnerautomation.de"" target=""_blank"">www.wagnerautomation.de</a>","<a href=""mailto:info@wagnerautomation.de"">info@wagnerautomation.de</a>",+49 7426 / 949 00 -0,+49 7426 / 949 00 -9,"Robert-Bosch-Str. 5, 78559 Gosheim, Deutschland",N/A,1979,N/A,N/A,N/A,N/A,https://www.youtube.com/channel/UCo0-l_H5V3PkwiKSV6Y21Og/videos?shelf_id=0&view=0&sort=dd,N/A,N/A,N/A,N/A
Wagner Group GmbH,www.wagner.de,info@wagnergroup.com,+49 511-97383-0,+49 511 / 97 383-140,"Schleswigstr. 1-5, 30853 Langenhagen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wachendorff-,www.wachendorff-prozesstechnik.de,wp@wachendorff.de,+49 6722-9965-0,+49 6722/996578,"Industriestr. 7, 65366 Geisenheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wachendorff,www.wachendorff-automation.de,wdg@wachendorff.de,+49 6722-996549,+49 6722-996543,"Industriestr. 7, 65366 Geisenheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W+S Meßsysteme GmbH,www.gesgroup.de,info@globalencoder.com,+49 7424-502740,+49 7424-502741,"Humboldtstr. 11, 78549 Spaichingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W.Bälz & Sohn GmbH & Co. KG,www.baelz.de,mail@baelz.de,+49 7131-1500 0,+49 7131-1500-21,"Koepffstr. 5, 74076 Heilbronn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wanzl GmbH & Co. KGaA,www.wanzl.com,info@wanzl.de,+49 8221-7290,+49 8221729100,"Rudolf-Wanzl-Str. 4, 89340 Leipheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W.AG Funktion + Design GmbH,www.wag.de,info@wag.de,+49 36967-6740,+49 36967330,"Wiesenweg 10, 36419 Geisa, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W.E.ST. Elektronik GmbH,http://www.w-e-st.de,info@w-e-st.de,+49 2163-577355-0,+49 2163 577355-11,"Gewerbering 31, 41372 Niederkrüchten, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W. Schneeberger AG,www.schneeberger.com,N/A,+41 6263484111,+41 629184411,"St. Urbanstr. 12, 4914 Roggwil, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W+P PRODUCTS GmbH,wppro.com,info@wppro.com,+49 5223-98507-0,+49 5223-98507-50,"Daimlerstr. 29-33, 32257 Bünde, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HÜBERS Verfahrenstechnik,www.huebers.de,info@huebers.de,+49 2871-281-0,+49 2871-281-150,"Schlavenhorst 39, 46395 Bocholt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSM Antriebstechnik GmbH,http://www.vues.biz,info@servo-vsm.de,+49 6155-7974210,+49 6155 797421-22,"Wiesenstr. 6, 64347 Griesheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSM . Vereinigte Schmirgel- und,www.vsmabrasives.com,info@vsmabrasives.com,+49 511-35260,+49 5113521315,"Siegmundstr. 17, 30165 Hannover, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W & R Industrievertretung GmbH,www.w-r-brother.de,info@w-r-brother.de,+49 6134-18450,+49 6134184550,"St.-Florian-Str. 8 -10, 55252 Mainz-Kastel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
voxeljet AG,www.voxeljet.com,info@voxeljet.com,+49 821 7483100,+49 821 7483111,"Paul-Lenz-Str. 1 a, 86316 Friedberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSX- Vogel Software GmbH,www.vsx.net,info@vsx.net,+49 351-899510,+49 351/8995111,"Hofmühlenstr. 4, 01187 Dresden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weiss Technik GmbH,www.weiss-technik.com,info@weiss-technik.com,+49 6408 840,+49 6408 848710,"Greizer Str. 41-49, 35447 Reiskirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOSS Fluid GmbH,www.voss.de,fluid@voss.de,+49 2267-630,+49 2267/63-5659,"Lüdenscheider Str. 52-54, 51688 Wipperfürth, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vomat GmbH,www.vomat.de,info@vomat.de,+49 37468-67800,+49 37468-678010,"Herlasgrüner Str. 99, 08233 Treuen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Volume Graphics GmbH,www.volumegraphics.com,info@volumegraphics.com,+49 62217392060,+49 6221/7392088,"Speyerer Str. 4- 6, 69115 Heidelberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOS Schott GmbH,www.vos-schott.co,info@vos-schott.com,+49 6033-91900,+49 6033 9190-20,"Am Seefeld 3, 35510 Butzbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Volkshochschule Esslingen am Neckar,www.vhs-esslingen.de,info@vhs-esslingen.de,+49 711-55021,+49 711-55021505,"Mettinger Str. 125, 73728 Esslingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Volz Gruppe GmbH,http://www.volz.de/de/unternehmen.html,meddahbi@volz.de,+49 7426-9390,+49 7426939100,"Gartenstr. 6, 78586 Deilingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Volkmann GmbH,volkmann.info,mail@volkmann.info,+49 2921-96040,+49 2921-9604900,"Schloitweg 17, 59494 Soest, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Voith Digital Solutions GmbH,www.voith.com/de,info@voith.de,+49 7321-37-0,+49 7321- 37 377110,"St.-Pöltener-Str. 43, 89522 Heidenheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vogt AG,www.vogt.ch,info@vogt.ch,+41 62 2857575,+41 62 2857474,"Duschletenstr. 2 -4, 4654 LOSTORF, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Voelkel Industrie Produkte GmbH,www.vip-gmbh.com,info@vip-gmbh.com,+49 8989558090,+49 8251/ 90 47 5 - 99,"Rudolf-Diesel-Str. 11, 86551 Aichach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vogt Ultrasonics GmbH,www.vogt-ultrasonics.de,info@vogt-ultrasonics.de,+49 5139-98150,+49 5139981599,"Ehlbeek 15, 30938 Burgwedel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VNR Verlag für die Deutsche,www.vnr.de,info@vnr.de,+49 228 95500,+49 228 3696480,"Theodor-Heuss-Str. 2 -4, 53177 Bonn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VNG AG,www.vng.de,pr@vng.de,+49 341-4430,N/A,"Braunstr. 7, 04347 Leipzig, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
voestalpine Metal Forming GmbH,www.voestalpine.com,N/A,+43 50304/154339,N/A,"Schmidhüttenstr. 5, 3500 Krems, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VMT Vision Machine Technic,vmt-vision-technology.com,info@vmt-gmbh.com,+49 6201-90270,+49 621/84250-290,"Mallaustr. 50-56, 68219 Mannheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VMA-GETZMANN GmbH,www.vma-getzmann.de,info@vma-getzmann.de,+49 2296-8030,+49 229680333,"Euelerhammerstr. 13, 51580 Reichshof, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vliesstoff Kasper GmbH,www.vliesstoff.de,info@vliesstoff.de,+49 2161-951950,+49 2161-9519523,"Rönneterring 7, 41068 Mönchengladbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VJ Electronix Inc.,www.vjelectronix.com,N/A,+1 978-486-4777,+1 978-486-4550,"Alpha Road 19, 01824 Chelmsford, USA",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
